hash-monomers,hash-monomers-replicate_structure,smiles_monomer,monomers,distribution,replicate_structure,smiles_polymer,mechanism
9Qx5EhCv5vAd7zAVBEU4tP,jKjcmVGkedGWAEzMFvgWk4,Nc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(N)c4)cc3)cc2)cc1.O=C(O)c1ccc(C(=O)O)cc1,"('Nc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(N)c4)cc3)cc2)cc1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],1,Nc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(NC(=O)c5ccc(C(=O)Nc6ccc(C(=O)c7ccc(Oc8ccc(C(=O)c9cccc(NC(=O)c%10ccc(C(=O)Nc%11cccc(C(=O)c%12ccc(Oc%13ccc(C(=O)c%14ccc(NC(=O)c%15ccc(C(=O)Nc%16ccc(C(=O)c%17ccc(Oc%18ccc(C(=O)c%19cccc(NC(=O)c%20ccc(C(=O)O)cc%20)c%19)cc%18)cc%17)cc%16)cc%15)cc%14)cc%13)cc%12)c%11)cc%10)c9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)c1,amide
g9DaanN7ZFBHGy9UvGgHAC,2VhDMymNZtX9CH8cG4hq3K,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1.OCCCCCCCO,"('O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1', 'OCCCCCCCO')",[],0,O=C(O)c1ccc(-c2ccc(C(=O)OCCCCCCCOC(=O)c3ccc(-c4ccc(C(=O)OCCCCCCCOC(=O)c5ccc(-c6ccc(C(=O)OCCCCCCCOC(=O)c7ccc(-c8ccc(C(=O)OCCCCCCCO)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
g9DaanN7ZFBHGy9UvGgHAC,HyxeK6of9iks8ZRBtdiHQd,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1.OCCCCCCCO,"('O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1', 'OCCCCCCCO')",[],1,O=C(O)c1ccc(-c2ccc(C(=O)OCCCCCCCOC(=O)c3ccc(-c4ccc(C(=O)OCCCCCCCOC(=O)c5ccc(-c6ccc(C(=O)OCCCCCCCOC(=O)c7ccc(-c8ccc(C(=O)OCCCCCCCO)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
bABBZj5QqKahc2yqhYDJDi,EVL2oGrM7YshzPLot6nDwb,NCCCCCCN.O=C(O)CCCCCCCC(=O)O,"('NCCCCCCN', 'O=C(O)CCCCCCCC(=O)O')",[],0,NCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCC(=O)O,amide
bABBZj5QqKahc2yqhYDJDi,NGPEYK7naLoer4PNMXidCm,NCCCCCCN.O=C(O)CCCCCCCC(=O)O,"('NCCCCCCN', 'O=C(O)CCCCCCCC(=O)O')",[],1,NCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCC(=O)O,amide
buSfKCEReVPeMAGD3DDvZb,B5LTg9XTWGzrvyErutvLsG,CC(CC(=O)O)C(=O)O.OCCCCCCCCCCO,"('CC(CC(=O)O)C(=O)O', 'OCCCCCCCCCCO')",[],0,CC(CC(=O)O)C(=O)OCCCCCCCCCCOC(=O)CC(C)C(=O)OCCCCCCCCCCOC(=O)C(C)CC(=O)OCCCCCCCCCCOC(=O)CC(C)C(=O)OCCCCCCCCCCO,ester
buSfKCEReVPeMAGD3DDvZb,fXkHUzV25st6no6jmR4dVk,CC(CC(=O)O)C(=O)O.OCCCCCCCCCCO,"('CC(CC(=O)O)C(=O)O', 'OCCCCCCCCCCO')",[],1,CC(CC(=O)OCCCCCCCCCCOC(=O)CC(C)C(=O)OCCCCCCCCCCOC(=O)CC(C)C(=O)OCCCCCCCCCCOC(=O)C(C)CC(=O)OCCCCCCCCCCO)C(=O)O,ester
CYYSaVaC76osnbZpq9TGML,CroAkiWznkALWVKLs3M4am,O=C(O)CCCCC(=O)O.OCC(CO)(CBr)CBr,"('O=C(O)CCCCC(=O)O', 'OCC(CO)(CBr)CBr')",[],0,O=C(O)CCCCC(=O)OCC(CBr)(CBr)COC(=O)CCCCC(=O)OCC(CBr)(CBr)COC(=O)CCCCC(=O)OCC(CBr)(CBr)COC(=O)CCCCC(=O)OCC(CO)(CBr)CBr,ester
CYYSaVaC76osnbZpq9TGML,33Y2qfWahL9ENAcxEvATRd,O=C(O)CCCCC(=O)O.OCC(CO)(CBr)CBr,"('O=C(O)CCCCC(=O)O', 'OCC(CO)(CBr)CBr')",[],1,O=C(O)CCCCC(=O)OCC(CBr)(CBr)COC(=O)CCCCC(=O)OCC(CBr)(CBr)COC(=O)CCCCC(=O)OCC(CBr)(CBr)COC(=O)CCCCC(=O)OCC(CO)(CBr)CBr,ester
MrhkYot2YT35uyC5Hizi9V,cPEupdeJK63ugNqeNJLXXR,O=C(O)CCCCCO,"('O=C(O)CCCCCO',)",[],0,O=C(O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCO,ester
MrhkYot2YT35uyC5Hizi9V,6eQ6jb3QaAxYqAMZN7P2E5,O=C(O)CCCCCO,"('O=C(O)CCCCCO',)",[],1,O=C(O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCOC(=O)CCCCCO,ester
YW64YsWK7kWDSVwvLgzyy4,n9xsZurryHizAQzorvrS5A,Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)[nH]c2c1.Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1,"('Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)[nH]c2c1', 'Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1')",[],0,Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)Nc6cc(NC(=O)c7ccc8c(c7)C(=O)N(c7cc(-c9nc%10ccc(C)cc%10[nH]9)cc(N9C(=O)c%10ccc(C(=O)Nc%11cc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12cc(-c%14nc%15ccc(C)cc%15[nH]%14)cc(N%14C(=O)c%15ccc(C(=O)Nc%16cc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17cc(-c%19nc%20ccc(C)cc%20[nH]%19)cc(N%19C(=O)c%20ccc(C(=O)Nc%21cc(N)cc(-c%22nc%23ccccc%23[nH]%22)c%21)cc%20C%19=O)c%17)C%18=O)cc(-c%17nc%18ccccc%18[nH]%17)c%16)cc%15C%14=O)c%12)C%13=O)cc(-c%12nc%13ccccc%13[nH]%12)c%11)cc%10C9=O)c7)C8=O)cc(-c7nc8ccccc8[nH]7)c6)cc5C4=O)c3)[nH]c2c1,amide
YW64YsWK7kWDSVwvLgzyy4,559J2pZXfvkAAzJy5TmrtS,Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)[nH]c2c1.Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1,"('Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)[nH]c2c1', 'Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1')",[],1,Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)Nc6cc(NC(=O)c7ccc8c(c7)C(=O)N(c7cc(-c9nc%10ccc(C)cc%10[nH]9)cc(N9C(=O)c%10ccc(C(=O)Nc%11cc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12cc(-c%14nc%15ccc(C)cc%15[nH]%14)cc(N%14C(=O)c%15ccc(C(=O)Nc%16cc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17cc(-c%19nc%20ccc(C)cc%20[nH]%19)cc(N%19C(=O)c%20ccc(C(=O)Nc%21cc(N)cc(-c%22nc%23ccccc%23[nH]%22)c%21)cc%20C%19=O)c%17)C%18=O)cc(-c%17nc%18ccccc%18[nH]%17)c%16)cc%15C%14=O)c%12)C%13=O)cc(-c%12nc%13ccccc%13[nH]%12)c%11)cc%10C9=O)c7)C8=O)cc(-c7nc8ccccc8[nH]7)c6)cc5C4=O)c3)[nH]c2c1,amide
RxFWHjiyGg9LXuKNTAqKGF,BnovPi3CRPDBNrVVs65pCv,Cc1cc(C2(c3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c(C)c3)c3ccccc3-c3ccccc32)ccc1N1C(=O)c2ccc(C(=O)O)cc2C1=O.Nc1ccc(N)cc1,"('Cc1cc(C2(c3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c(C)c3)c3ccccc3-c3ccccc32)ccc1N1C(=O)c2ccc(C(=O)O)cc2C1=O', 'Nc1ccc(N)cc1')",[],0,Cc1cc(C2(c3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(C9(c%10ccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(NC(=O)c%14ccc%15c(c%14)C(=O)N(c%14ccc(C%16(c%17ccc(N%18C(=O)c%19ccc(C(=O)Nc%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21ccc(C%23(c%24ccc(N%25C(=O)c%26ccc(C(=O)Nc%27ccc(N)cc%27)cc%26C%25=O)c(C)c%24)c%24ccccc%24-c%24ccccc%24%23)cc%21C)C%22=O)cc%20)cc%19C%18=O)c(C)c%17)c%17ccccc%17-c%17ccccc%17%16)cc%14C)C%15=O)cc%13)cc%12C%11=O)c(C)c%10)c%10ccccc%10-c%10ccccc%109)cc7C)C8=O)cc6)cc5C4=O)c(C)c3)c3ccccc3-c3ccccc32)ccc1N1C(=O)c2ccc(C(=O)O)cc2C1=O,amide
RxFWHjiyGg9LXuKNTAqKGF,QJTbYUHoczhKeaHQjmEE5q,Cc1cc(C2(c3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c(C)c3)c3ccccc3-c3ccccc32)ccc1N1C(=O)c2ccc(C(=O)O)cc2C1=O.Nc1ccc(N)cc1,"('Cc1cc(C2(c3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c(C)c3)c3ccccc3-c3ccccc32)ccc1N1C(=O)c2ccc(C(=O)O)cc2C1=O', 'Nc1ccc(N)cc1')",[],1,Cc1cc(C2(c3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(C9(c%10ccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(NC(=O)c%14ccc%15c(c%14)C(=O)N(c%14ccc(C%16(c%17ccc(N%18C(=O)c%19ccc(C(=O)Nc%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21ccc(C%23(c%24ccc(N%25C(=O)c%26ccc(C(=O)Nc%27ccc(N)cc%27)cc%26C%25=O)c(C)c%24)c%24ccccc%24-c%24ccccc%24%23)cc%21C)C%22=O)cc%20)cc%19C%18=O)c(C)c%17)c%17ccccc%17-c%17ccccc%17%16)cc%14C)C%15=O)cc%13)cc%12C%11=O)c(C)c%10)c%10ccccc%10-c%10ccccc%109)cc7C)C8=O)cc6)cc5C4=O)c(C)c3)c3ccccc3-c3ccccc32)ccc1N1C(=O)c2ccc(C(=O)O)cc2C1=O,amide
9ebFJasUrqgAFyDwnMrxow,VgihbopN5taP2orHYHbEYe,Nc1ccc(O[Si](Oc2ccc(N)cc2)(c2ccccc2)c2ccccc2)cc1.O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,"('Nc1ccc(O[Si](Oc2ccc(N)cc2)(c2ccccc2)c2ccccc2)cc1', 'O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1')",[],0,Nc1ccc(O[Si](Oc2ccc(NC(=O)c3cc(C(=O)Nc4ccc(O[Si](Oc5ccc(NC(=O)c6cc(C(=O)Nc7ccc(O[Si](Oc8ccc(NC(=O)c9cc(C(=O)Nc%10ccc(O[Si](Oc%11ccc(NC(=O)c%12cc(C(=O)O)cc([N+](=O)[O-])c%12)cc%11)(c%11ccccc%11)c%11ccccc%11)cc%10)cc([N+](=O)[O-])c9)cc8)(c8ccccc8)c8ccccc8)cc7)cc([N+](=O)[O-])c6)cc5)(c5ccccc5)c5ccccc5)cc4)cc([N+](=O)[O-])c3)cc2)(c2ccccc2)c2ccccc2)cc1,amide
9ebFJasUrqgAFyDwnMrxow,YXZLWe56FtNb2r8DErobt4,Nc1ccc(O[Si](Oc2ccc(N)cc2)(c2ccccc2)c2ccccc2)cc1.O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,"('Nc1ccc(O[Si](Oc2ccc(N)cc2)(c2ccccc2)c2ccccc2)cc1', 'O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1')",[],1,Nc1ccc(O[Si](Oc2ccc(NC(=O)c3cc(C(=O)Nc4ccc(O[Si](Oc5ccc(NC(=O)c6cc(C(=O)Nc7ccc(O[Si](Oc8ccc(NC(=O)c9cc(C(=O)Nc%10ccc(O[Si](Oc%11ccc(NC(=O)c%12cc(C(=O)O)cc([N+](=O)[O-])c%12)cc%11)(c%11ccccc%11)c%11ccccc%11)cc%10)cc([N+](=O)[O-])c9)cc8)(c8ccccc8)c8ccccc8)cc7)cc([N+](=O)[O-])c6)cc5)(c5ccccc5)c5ccccc5)cc4)cc([N+](=O)[O-])c3)cc2)(c2ccccc2)c2ccccc2)cc1,amide
kj5mThYaPrWqCmS5tzkkWm,WzYUc5m54BkuDPBe4i9ckG,O=C(O)CCCCCCCC(=O)O.OCC1CCC(CO)CC1,"('O=C(O)CCCCCCCC(=O)O', 'OCC1CCC(CO)CC1')",[],0,O=C(O)CCCCCCCC(=O)OCC1CCC(COC(=O)CCCCCCCC(=O)OCC2CCC(COC(=O)CCCCCCCC(=O)OCC3CCC(COC(=O)CCCCCCCC(=O)OCC4CCC(CO)CC4)CC3)CC2)CC1,ester
kj5mThYaPrWqCmS5tzkkWm,UysMwq2cNdHNis66jW4dsU,O=C(O)CCCCCCCC(=O)O.OCC1CCC(CO)CC1,"('O=C(O)CCCCCCCC(=O)O', 'OCC1CCC(CO)CC1')",[],1,O=C(O)CCCCCCCC(=O)OCC1CCC(COC(=O)CCCCCCCC(=O)OCC2CCC(COC(=O)CCCCCCCC(=O)OCC3CCC(COC(=O)CCCCCCCC(=O)OCC4CCC(CO)CC4)CC3)CC2)CC1,ester
Vt3ojEmRYaJae9E6iwnHcL,WAwHG6NexnVhpDnm8LqqX4,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O,"('Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O')",[],0,Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(C(=O)Nc7ccc(S(=O)(=O)c8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9cccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(S(=O)(=O)c%14ccc(NC(=O)c%15ccc%16c(c%15)C(=O)N(c%15cccc(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(S(=O)(=O)c%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21cccc(N%23C(=O)c%24ccc(C(=O)O)cc%24C%23=O)c%21)C%22=O)cc%20)cc%19)cc%18C%17=O)c%15)C%16=O)cc%14)cc%13)cc%12C%11=O)c9)C%10=O)cc8)cc7)cc6C5=O)c3)C4=O)cc2)cc1,amide
Vt3ojEmRYaJae9E6iwnHcL,HBCjk6X7Lm5MZAuDSD5jsT,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O,"('Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O')",[],1,Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(C(=O)Nc7ccc(S(=O)(=O)c8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9cccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(S(=O)(=O)c%14ccc(NC(=O)c%15ccc%16c(c%15)C(=O)N(c%15cccc(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(S(=O)(=O)c%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21cccc(N%23C(=O)c%24ccc(C(=O)O)cc%24C%23=O)c%21)C%22=O)cc%20)cc%19)cc%18C%17=O)c%15)C%16=O)cc%14)cc%13)cc%12C%11=O)c9)C%10=O)cc8)cc7)cc6C5=O)c3)C4=O)cc2)cc1,amide
KwLzkg7gmTrnN6HPhJmLVA,fZHvANcKqrK7cL7kKfFwxq,O=C(O)CCCCCCCCCCCCC(=O)O.OCCCO,"('O=C(O)CCCCCCCCCCCCC(=O)O', 'OCCCO')",[],0,O=C(O)CCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCC(=O)OCCCO,ester
KwLzkg7gmTrnN6HPhJmLVA,Y53bvmAt3sraAwAUkTEHHA,O=C(O)CCCCCCCCCCCCC(=O)O.OCCCO,"('O=C(O)CCCCCCCCCCCCC(=O)O', 'OCCCO')",[],1,O=C(O)CCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCCCCCC(=O)OCCCO,ester
iQ5PUSASLwQGpT2mWSB6md,Ee3QzSDEYAFoNzx3fzhqEp,COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(O)=C(OC)C4)cc3)cc2)C1.O=C(Cl)c1cccc(C(=O)Cl)c1,"('COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(O)=C(OC)C4)cc3)cc2)C1', 'O=C(Cl)c1cccc(C(=O)Cl)c1')",[],0,COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(OC(=O)c5cccc(C(=O)OC6=C(OC)CC(=CNc7ccc(Oc8ccc(NC=C9C=CC(OC(=O)c%10cccc(C(=O)OC%11=C(OC)CC(=CNc%12ccc(Oc%13ccc(NC=C%14C=CC(OC(=O)c%15cccc(C(=O)OC%16=C(OC)CC(=CNc%17ccc(Oc%18ccc(NC=C%19C=CC(OC(=O)c%20cccc(C(=O)Cl)c%20)=C(OC)C%19)cc%18)cc%17)C=C%16)c%15)=C(OC)C%14)cc%13)cc%12)C=C%11)c%10)=C(OC)C9)cc8)cc7)C=C6)c5)=C(OC)C4)cc3)cc2)C1,ester
iQ5PUSASLwQGpT2mWSB6md,7CWHPdH58VtdixHyYnEHeo,COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(O)=C(OC)C4)cc3)cc2)C1.O=C(Cl)c1cccc(C(=O)Cl)c1,"('COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(O)=C(OC)C4)cc3)cc2)C1', 'O=C(Cl)c1cccc(C(=O)Cl)c1')",[],1,COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(OC(=O)c5cccc(C(=O)OC6=C(OC)CC(=CNc7ccc(Oc8ccc(NC=C9C=CC(OC(=O)c%10cccc(C(=O)OC%11=C(OC)CC(=CNc%12ccc(Oc%13ccc(NC=C%14C=CC(OC(=O)c%15cccc(C(=O)OC%16=C(OC)CC(=CNc%17ccc(Oc%18ccc(NC=C%19C=CC(OC(=O)c%20cccc(C(=O)Cl)c%20)=C(OC)C%19)cc%18)cc%17)C=C%16)c%15)=C(OC)C%14)cc%13)cc%12)C=C%11)c%10)=C(OC)C9)cc8)cc7)C=C6)c5)=C(OC)C4)cc3)cc2)C1,ester
N5b8GDUCZk7s9ejffqhkX2,fF8DFS5DJbrdY32FsJcfx6,Nc1cccc(N)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O,"('Nc1cccc(N)c1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O')",[],0,Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(Cl)c(N4C(=O)c5ccc(C(=O)Nc6cccc(NC(=O)c7ccc8c(c7)C(=O)N(c7cc(Cl)c(N9C(=O)c%10ccc(C(=O)Nc%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12cc(Cl)c(N%14C(=O)c%15ccc(C(=O)Nc%16cccc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17cc(Cl)c(N%19C(=O)c%20ccc(C(=O)O)cc%20C%19=O)cc%17Cl)C%18=O)c%16)cc%15C%14=O)cc%12Cl)C%13=O)c%11)cc%10C9=O)cc7Cl)C8=O)c6)cc5C4=O)cc2Cl)C3=O)c1,amide
N5b8GDUCZk7s9ejffqhkX2,BZxH6dyxwDZiiHoNtXBKNi,Nc1cccc(N)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O,"('Nc1cccc(N)c1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O')",[],1,Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(Cl)c(N4C(=O)c5ccc(C(=O)Nc6cccc(NC(=O)c7ccc8c(c7)C(=O)N(c7cc(Cl)c(N9C(=O)c%10ccc(C(=O)Nc%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12cc(Cl)c(N%14C(=O)c%15ccc(C(=O)Nc%16cccc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17cc(Cl)c(N%19C(=O)c%20ccc(C(=O)O)cc%20C%19=O)cc%17Cl)C%18=O)c%16)cc%15C%14=O)cc%12Cl)C%13=O)c%11)cc%10C9=O)cc7Cl)C8=O)c6)cc5C4=O)cc2Cl)C3=O)c1,amide
AN6ovERE9J3P6DChpxZeuw,kq8tLXKHUqkmeWEMpbbuRx,CC(O)CO.O=C(O)CCCCCCC(=O)O,"('CC(O)CO', 'O=C(O)CCCCCCC(=O)O')",[],0,CC(O)COC(=O)CCCCCCC(=O)OCC(C)OC(=O)CCCCCCC(=O)OCC(C)OC(=O)CCCCCCC(=O)OCC(C)OC(=O)CCCCCCC(=O)O,ester
AN6ovERE9J3P6DChpxZeuw,NgbBPorHje6QGMN86wkkiy,CC(O)CO.O=C(O)CCCCCCC(=O)O,"('CC(O)CO', 'O=C(O)CCCCCCC(=O)O')",[],1,CC(CO)OC(=O)CCCCCCC(=O)OCC(C)OC(=O)CCCCCCC(=O)OCC(C)OC(=O)CCCCCCC(=O)OC(C)COC(=O)CCCCCCC(=O)O,ester
KVSw5W2gPakakNBJbvYsxE,hE3cbFX7jmRSAWxUyanaEN,O=C(O)CCCC(=O)O.OCCCCO,"('O=C(O)CCCC(=O)O', 'OCCCCO')",[],0,O=C(O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO,ester
KVSw5W2gPakakNBJbvYsxE,WePbEb9JJx4oT8ZihvgLRq,O=C(O)CCCC(=O)O.OCCCCO,"('O=C(O)CCCC(=O)O', 'OCCCCO')",[],1,O=C(O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO,ester
H4nWmaFSiVjXZ4XdAoWcHX,5YtvPp33mGbzpeZAUWgKWX,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(C(=O)O)cc1,"('CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],0,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc(NC(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccc(C(C)(C)c%11ccc(Oc%12ccc(NC(=O)c%13ccc(C(=O)Nc%14ccc(Oc%15ccc(C(C)(C)c%16ccc(Oc%17ccc(NC(=O)c%18ccc(C(=O)O)cc%18)cc%17)cc%16)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide
H4nWmaFSiVjXZ4XdAoWcHX,F3vmgCDS8NZvFsxo6faYaT,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(C(=O)O)cc1,"('CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],1,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc(NC(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccc(C(C)(C)c%11ccc(Oc%12ccc(NC(=O)c%13ccc(C(=O)Nc%14ccc(Oc%15ccc(C(C)(C)c%16ccc(Oc%17ccc(NC(=O)c%18ccc(C(=O)O)cc%18)cc%17)cc%16)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide
bKZCefWaapXkz9C9A2aEAJ,CYoMXoRiegxmSu3UkGes49,O=C(Cl)CCCC(=O)Cl.OCC1CCC(CO)CC1,"('O=C(Cl)CCCC(=O)Cl', 'OCC1CCC(CO)CC1')",[],0,O=C(Cl)CCCC(=O)OCC1CCC(COC(=O)CCCC(=O)OCC2CCC(COC(=O)CCCC(=O)OCC3CCC(COC(=O)CCCC(=O)OCC4CCC(CO)CC4)CC3)CC2)CC1,ester
