smiles_monomer,pm,polymer_name,Tg,Tm,Tm_units,Tg_units,monomers,distribution,replicate_structure,smiles_polymer,mechanism
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.74,poly(RS-3-hydroxybutyrate),-15.0,,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],0,C[C@@H](CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,ester
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.089,poly(3-hydroxy-4-phenylbutyrate),40.0,,C,C,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",[],0,O=C(O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.7,poly(RS-3-hydroxybutyrate),-10.0,,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],0,C[C@@H](CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,ester
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.111,poly(3-hydroxy-4-phenylbutyrate),36.0,,C,C,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",[],0,O=C(O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@@H](OC(=O)C[C@H](O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1.0,poly(lactic acid),58.333333333333336,174.6,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.98,poly(lactic acid),,208.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.97,poly(lactic acid),,207.33333333333331,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.123,poly(3-hydroxy-4-phenylbutyrate),42.333333333333336,,C,C,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",[],0,O=C(O)C[C@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.95,poly(lactic acid),,200.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O,ester
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.2,poly(3-hydroxy-4-phenylbutyrate),42.0,,C,C,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",[],0,O=C(O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.93,poly(lactic acid),,185.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.92,poly(lactic acid),,191.28571428571428,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.91,poly(lactic acid),,188.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.17,poly(3-Hydroxy-4-phenoxybutanoic acid),40.0,,C,C,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",[],0,O=C(O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](O)COc1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.9,poly(lactic acid),,190.66666666666663,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O,ester
O=C(O)[C@@H](O)COCc1ccccc1.O=C(O)[C@H](O)COCc1ccccc1,1.0,poly(3-(Benzyloxy)-2-hydroxypropanoic acid),8.0,,C,C,"('O=C(O)[C@@H](O)COCc1ccccc1', 'O=C(O)[C@H](O)COCc1ccccc1')",[],0,O=C(O[C@@H](COCc1ccccc1)C(=O)O[C@@H](COCc1ccccc1)C(=O)O[C@@H](COCc1ccccc1)C(=O)O[C@@H](COCc1ccccc1)C(=O)O[C@@H](COCc1ccccc1)C(=O)O[C@@H](COCc1ccccc1)C(=O)O[C@@H](COCc1ccccc1)C(=O)O[C@@H](COCc1ccccc1)C(=O)O[C@@H](COCc1ccccc1)C(=O)O)[C@@H](O)COCc1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.88,poly(lactic acid),,178.33333333333334,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.87,poly(lactic acid),,168.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)O)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.86,poly(lactic acid),,185.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
O=C(O)[C@@H](O)Cc1ccccc1.O=C(O)[C@H](O)Cc1ccccc1,0.11,poly(2-Hydroxy-3-phenylpropionic acid),61.0,,C,C,"('O=C(O)[C@@H](O)Cc1ccccc1', 'O=C(O)[C@H](O)Cc1ccccc1')",[],0,O=C(O[C@@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O)[C@@H](O)Cc1ccccc1,ester
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,1.0,poly(4-(phenylthio)methylene-_-propiolactone),13.0,,C,C,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",[],0,O=C(O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@H](O)CSc1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.85,poly(lactic acid),,171.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.99,poly(RR-3-hydroxybutyrate),,173.0,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],0,C[C@@H](O)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,ester
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.27,poly(4-(phenylthio)methylene-_-propiolactone),9.0,,C,C,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",[],0,O=C(O)C[C@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@H](CSc1ccccc1)OC(=O)C[C@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@H](CSc1ccccc1)OC(=O)C[C@H](CSc1ccccc1)OC(=O)C[C@H](CSc1ccccc1)OC(=O)C[C@@H](CSc1ccccc1)OC(=O)C[C@@H](O)CSc1ccccc1,ester
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.16,poly(3-Hydroxy-4-phenoxybutanoic acid),38.0,,C,C,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",[],0,O=C(O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](O)COc1ccccc1,ester
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.23,poly(3-Hydroxy-4-phenoxybutanoic acid),22.0,,C,C,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",[],0,O=C(O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](O)COc1ccccc1,ester
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.14,poly(3-Hydroxy-4-phenoxybutanoic acid),38.0,,C,C,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",[],0,O=C(O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](O)COc1ccccc1,ester
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.13,poly(3-Hydroxy-4-phenoxybutanoic acid),38.0,,C,C,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",[],0,O=C(O)C[C@@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@@H](O)COc1ccccc1,ester
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.25,poly(3-Hydroxy-4-phenoxybutanoic acid),21.0,,C,C,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",[],0,O=C(O)C[C@@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](O)COc1ccccc1,ester
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,1.0,poly(3-hydroxy-5-phenylmethoxypentanoic acid),-14.0,,C,C,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",[],0,O=C(O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](O)CCOCc1ccccc1,ester
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.51,poly(3-hydroxy-5-phenylmethoxypentanoic acid),-13.5,,C,C,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",[],0,O=C(O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](O)CCOCc1ccccc1,ester
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,1.0,poly(3-Hydroxy-4-phenoxybutanoic acid),36.0,,C,C,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",[],0,O=C(O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](O)COc1ccccc1,ester
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.23,poly(3-hydroxy-5-phenylmethoxypentanoic acid),-12.0,,C,C,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",[],0,O=C(O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](O)CCOCc1ccccc1,ester
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.2,poly(3-hydroxy-5-phenylmethoxypentanoic acid),-13.0,,C,C,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",[],0,O=C(O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](O)CCOCc1ccccc1,ester
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.15,poly(3-hydroxy-5-phenylmethoxypentanoic acid),-10.0,,C,C,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",[],0,O=C(O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@H](CCOCc1ccccc1)OC(=O)C[C@@H](CCOCc1ccccc1)OC(=O)C[C@@H](O)CCOCc1ccccc1,ester
